event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,displacement_present,velocity_present,steer_present,head_present,eye_present,environment_states_present,distance_to_target_m,velocity_kmh,steering,head_history_json,eye_history_json,environment_json,control,instruction,inference_ms,control_present,instruction_present
llm_inference,29400000000,29400.0,29762.583686,1782184067838615399,0,1,1,1,1,1,1,1925.2217464129262,111.76214752429094,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""RIGHT""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,250.4945059772581,1,1
llm_inference,29800000000,29800.0,30115.742711,1782184068238615399,0,1,1,1,1,1,1,1888.0429675672967,109.006227511896,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,242.97780310735106,1,1
llm_inference,30200000000,30200.0,30522.850414,1782184068638615399,0,1,1,1,1,1,1,1850.8641874831733,106.38184177572089,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,250.76127494685352,1,1
llm_inference,30600000000,30600.0,30925.270601,1782184069038615399,0,1,1,1,1,1,1,1813.6854065186926,103.87974068339032,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,252.42400891147554,1,1
llm_inference,31000000000,31000.0,31311.821741,1782184069438615399,0,1,1,1,1,1,1,1776.5066249388751,101.49152314638326,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,238.6661630589515,1,1
llm_inference,31400000000,31400.0,31765.836843,1782184069838615399,0,1,1,1,1,1,1,1739.3278429382208,99.20954139576871,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,254.89041209220886,1,1
llm_inference,31800000000,31800.0,32119.492709,1782184070238615399,0,1,1,1,1,1,1,1702.1490606598086,97.0268183105318,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,246.71333492733538,1,1
llm_inference,32200000000,32200.0,32511.629959,1782184070638615399,0,1,1,1,1,1,1,1664.9702782090299,94.93697540816964,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,238.63336397334933,1,1
llm_inference,32600000000,32600.0,32939.630741,1782184071038615399,0,1,1,1,1,1,1,1627.7597676823157,92.9341699259117,0,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,266.85875514522195,1,1
llm_inference,33000000000,33000.0,33331.648152,1782184071438615399,0,1,1,1,1,1,1,1590.8799272564306,91.01303968037053,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,257.94534594751894,1,1
llm_inference,33400000000,33400.0,33777.820694,1782184071838615399,0,1,1,1,1,1,1,1554.0824270903408,89.1686546056463,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,268.3824331033975,1,1
llm_inference,33800000000,33800.0,34121.687476,1782184072238615399,0,1,1,1,1,1,1,1517.137634195596,87.39647404426111,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,249.91361098363996,1,1
llm_inference,34200000000,34200.0,34518.659677,1782184072638615399,0,1,1,1,1,1,1,1480.2919256475757,85.69230900914938,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,247.33809498138726,1,1
llm_inference,34600000000,34600.0,34925.26277,1782184073038615399,0,1,1,1,1,1,1,1443.365151653797,84.0522887540991,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,252.6363900396973,1,1
llm_inference,35000000000,35000.0,35323.563173,1782184073438615399,0,1,1,1,1,1,1,1406.254781402603,82.47283108914351,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 1, ""right_car_position"": ""RIGHT_REAR"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,250.87848701514304,1,1
llm_inference,35400000000,35400.0,35791.086201,1782184073838615399,0,1,1,1,1,1,1,1369.0455272550503,80.95061596013032,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 1, ""right_car_position"": ""RIGHT_REAR"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,281.0911168344319,1,1
llm_inference,35800000000,35800.0,36135.408382,1782184074238615399,0,1,1,1,1,1,1,1331.8907383392125,79.48256188099943,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 1, ""right_car_position"": ""RIGHT_REAR"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,261.89545006491244,1,1
llm_inference,36200000000,36200.0,36528.895644,1782184074638615399,0,1,1,1,1,1,1,1294.735896814233,78.06580486555964,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 1, ""right_car_position"": ""RIGHT_REAR"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,257.3595978319645,1,1
llm_inference,36600000000,36600.0,36921.730779,1782184075038615399,0,1,1,1,1,1,1,1257.5810146050708,76.69767955469088,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 1, ""right_car_position"": ""RIGHT_REAR"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,248.80253593437374,1,1
llm_inference,37000000000,37000.0,37331.939015,1782184075438615399,0,1,1,1,1,1,1,1220.426101399521,75.37570227647352,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 1, ""right_car_position"": ""RIGHT_REAR"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,258.8096901308745,1,1
llm_inference,37400000000,37400.0,37764.487793,1782184075838615399,0,1,1,1,1,1,1,1183.2711646713178,74.09755581203031,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 1, ""right_car_position"": ""RIGHT_REAR"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,239.89325808361173,1,1
llm_inference,37800000000,37800.0,38122.267447,1782184076238615399,0,1,1,1,1,1,1,1146.1162101761615,72.86107566990178,2,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 1, ""right_car_position"": ""RIGHT_REAR"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,250.1059351488948,1,1
llm_inference,38200000000,38200.0,38522.944775,1782184076638615399,0,1,1,1,1,1,1,1109.1344507264103,71.66423769741456,2,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 1, ""right_car_position"": ""RIGHT_REAR"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,249.93656994774938,1,1
llm_inference,38600000000,38600.0,38911.413243,1782184077038615399,0,1,1,1,1,1,1,1072.8290219477026,70.50514687944917,2,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 1, ""right_car_position"": ""RIGHT_REAR"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,239.2716989852488,1,1
llm_inference,39000000000,39000.0,39328.72724,1782184077438615399,0,1,1,1,1,1,1,1037.5241427705741,69.38202719385049,1,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,255.57217304594815,1,1
llm_inference,39400000000,39400.0,39748.968953,1782184077838615399,0,1,1,1,1,1,1,1002.4788070831714,68.29321240893219,0,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,234.8320649471134,1,1
llm_inference,39800000000,39800.0,40106.665387,1782184078238615399,0,1,1,1,1,1,1,966.6152341576867,67.23713772250869,0,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,234.3831048347056,1,1
llm_inference,40200000000,40200.0,40518.405451,1782184078638615399,0,1,1,1,1,1,1,929.9386425325556,66.21233215397781,0,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,245.79148110933602,1,1
llm_inference,40600000000,40600.0,40913.788206,1782184079038615399,0,1,1,1,1,1,1,892.8472033389098,65.21741161145586,0,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,240.86493090726435,1,1
llm_inference,41000000000,41000.0,41351.717529,1782184079438615399,0,1,1,1,1,1,1,855.7422749375755,64.25107256506887,0,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,279.8012890852988,1,1
llm_inference,41400000000,41400.0,41773.972877,1782184079838615399,0,1,1,1,1,1,1,818.9083309839516,63.31208626542789,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,262.4294140841812,1,1
llm_inference,41800000000,41800.0,42121.270435,1782184080238615399,0,1,1,1,1,1,1,781.8789754292297,62.399293453229184,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,249.37494494952261,1,1
llm_inference,42200000000,42200.0,42531.968268,1782184080638615399,0,1,1,1,1,1,1,744.7316763621366,61.5115995119625,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,259.0992199257016,1,1
llm_inference,42600000000,42600.0,42921.279059,1782184081038615399,0,1,1,1,1,1,1,707.5141801689356,60.64797002100515,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,248.8957680761814,1,1
llm_inference,43000000000,43000.0,43325.823964,1782184081438615399,0,1,1,1,1,1,1,670.2974638051492,59.80742667102413,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,253.75268585048616,1,1
llm_inference,43400000000,43400.0,43755.685999,1782184081838615399,0,1,1,1,1,1,1,633.0628279184348,58.989043507693644,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,241.17468786425889,1,1
llm_inference,43800000000,43800.0,44146.882938,1782184082238615399,0,1,1,1,1,1,1,595.8940994110571,58.191943473333595,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,273.4438991174102,1,1
llm_inference,44200000000,44200.0,44547.011026,1782184082638615399,0,1,1,1,1,1,1,558.7253532478549,57.415295219249394,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,274.2198081687093,1,1
llm_inference,44600000000,44600.0,44950.574129,1782184083038615399,0,1,1,1,1,1,1,521.5565936961339,56.65831016436021,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,279.00326694361866,1,1
llm_inference,45000000000,45000.0,45331.312215,1782184083438615399,0,1,1,1,1,1,1,484.3878240410986,55.920239778187955,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,257.67225306481123,1,1
llm_inference,45400000000,45400.0,45772.523165,1782184083838615399,0,1,1,1,1,1,1,447.21904680670104,55.20037306848322,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,261.8119700346142,1,1
llm_inference,45800000000,45800.0,46149.426316,1782184084238615399,0,1,1,1,1,1,1,409.99100445298063,54.49803425572202,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,277.39498391747475,1,1
llm_inference,46200000000,46200.0,46543.284515,1782184084638615399,0,1,1,1,1,1,1,372.90813932415585,53.81258061844929,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,268.6687889508903,1,1
llm_inference,46600000000,46600.0,46939.020274,1782184085038615399,0,1,1,1,1,1,1,336.04704833105916,53.14340049499679,0,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,266.1248161457479,1,1
llm_inference,47000000000,47000.0,47327.755326,1782184085438615399,0,1,1,1,1,1,1,298.9704530064446,52.48991142848789,0,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,255.78275811858475,1,1
llm_inference,47400000000,47400.0,47772.610921,1782184085838615399,0,1,1,1,1,1,1,261.83037987985335,51.851558443279224,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,263.2734039798379,1,1
llm_inference,47800000000,47800.0,48135.945428,1782184086238615399,0,1,1,1,1,1,1,224.63563333640968,51.227812442096536,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,262.533409986645,1,1
llm_inference,48200000000,48200.0,48527.303316,1782184086638615399,0,1,1,1,1,1,1,187.50630412857345,50.61816871411424,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,254.68624709174037,1,1
llm_inference,48600000000,48600.0,48941.785471,1782184087038615399,0,1,1,1,1,1,1,150.37695386946825,50.022145545118455,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Look right before changing lanes.,268.7962760683149,1,1
llm_inference,49000000000,49000.0,49367.608981,1782184087438615399,0,1,1,1,1,1,1,113.18111331276123,49.43928292169313,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,293.9940330106765,1,1
llm_inference,49400000000,49400.0,49775.046491,1782184087838615399,0,1,1,1,1,1,1,76.05637979288258,48.86914132208839,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,259.2858481220901,1,1
llm_inference,49800000000,49800.0,50134.756136,1782184088238615399,0,1,1,1,1,1,1,39.26549667937934,48.311300587078186,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,262.8540759906173,1,1
llm_inference,50200000000,50200.0,50519.194457,1782184088638615399,0,1,1,1,1,1,1,3.424718080551429,47.76535886469877,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""LANE_CHANGE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,248.23662894777954,1,1
llm_inference,50600000000,50600.0,50920.195619,1782184089038615399,0,1,1,1,1,1,1,1178.9717258729324,47.23093162328683,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,249.26122813485563,1,1
llm_inference,51000000000,51000.0,51313.02395,1782184089438615399,0,1,1,1,1,1,1,1145.3514541788932,43.97689556213838,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,241.55790591612458,1,1
llm_inference,51400000000,51400.0,51749.411533,1782184089838615399,0,1,1,1,1,1,1,1113.3228338053232,35.73720305086438,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,241.73115193843842,1,1
llm_inference,51800000000,51800.0,52113.692526,1782184090238615399,0,1,1,1,1,1,1,1080.9848175821235,28.600935367981254,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,242.15214815922081,1,1
